Food_Code,Food_Name,Nutrient_Payload
M011,"[M011] Egg, duck, whole, boiled","Macronutrients [Protein: 13.80g, Fat: 0.97g, Carbs: 13.61g] | Water-Soluble Vitamins [Folate (B9): 13.87 mcg, Vitamin C: 73.32 mg, B1: 1 mg, B2: 0.21 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 171 mcg, Vitamin E: 117 mg]"
M012,"[M012] Egg, duck, whole, raw","Macronutrients [Protein: 14.60g, Fat: 0.99g, Carbs: 13.83g] | Water-Soluble Vitamins [Folate (B9): 14.52 mcg, Vitamin C: 75.48 mg, B1: 1 mg, B2: 0.18 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 181 mcg, Vitamin E: 118 mg]"
M013,"[M013] Egg, duck, whole, omlet","Macronutrients [Protein: 15.10g, Fat: 1.18g, Carbs: 14.80g] | Water-Soluble Vitamins [Folate (B9): 13.81 mcg, Vitamin C: 67.95 mg, B1: 1 mg, B2: 0.31 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 166 mcg, Vitamin E: 111 mg]"
M014,"[M014] Egg, quial, whole, raw","Macronutrients [Protein: 12.39g, Fat: 0.94g, Carbs: 11.46g] | Water-Soluble Vitamins [Folate (B9): 18.82 mcg, Vitamin C: 54.86 mg, B1: 1 mg, B2: 0.15 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 151 mcg, Vitamin E: 8.19 mg]"
M015,"[M015] Egg, quial, whole, boiled","Macronutrients [Protein: 13.03g, Fat: 0.99g, Carbs: 11.50g] | Water-Soluble Vitamins [Folate (B9): 16.53 mcg, Vitamin C: 51.72 mg, B1: 1 mg, B2: 0.11 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 140 mcg, Vitamin E: 4.46 mg]"
N001,"[N001] Chicken, poultry, leg, skinless","Macronutrients [Protein: 19.44±0.79g, Fat: 1.14±0.08g, Carbs: 12.64±0.53g] | Water-Soluble Vitamins [Folate (B9): 4.58±0.71 mcg, Vitamin C: 7.47±0.19 mg, B1: 4 mg, B2: 0.17±0.04 mg] | Fat-Soluble Vitamins [Vitamin A: 4 mcg, Vitamin D2: 10.95±2.21 mcg, Vitamin E: 10.78±1.41 mg] | Minerals [Calcium: 0.01±0.00 mg, Iron: 20.52±0.33 mg, Magnesium: 0.25±0.11 mg, Zinc: 1.27±0.23 mg]"
N002,"[N002] Chicken, poultry, thigh, skinless","Macronutrients [Protein: 18.18±0.57g, Fat: 1.14±0.10g, Carbs: 14.23±0.84g] | Water-Soluble Vitamins [Folate (B9): 3.86±0.74 mcg, Vitamin C: 9.00±0.62 mg, B1: 6 mg, B2: 0.13±0.01 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 16.48±2.85 mcg, Vitamin E: 16.17±1.12 mg] | Minerals [Calcium: 0.10±0.00 mg, Iron: 18.37±0.39 mg, Magnesium: 0.23±0.20 mg, Zinc: 1.11±0.16 mg]"
N003,"[N003] Chicken, poultry, breast, skinless","Macronutrients [Protein: 21.81±0.81g, Fat: 1.19±0.09g, Carbs: 9.00±0.52g] | Water-Soluble Vitamins [Folate (B9): 4.11±0.49 mcg, Vitamin C: 10.44±0.55 mg, B1: 5 mg, B2: 0.10±0.04 mg] | Fat-Soluble Vitamins [Vitamin A: 5 mcg, Vitamin D2: 6.96±1.36 mcg, Vitamin E: 27.80±5.84 mg] | Minerals [Calcium: 0.03±0.00 mg, Iron: 12.91±3.41 mg, Magnesium: 0.27±0.23 mg, Zinc: 0.83±0.16 mg]"
N004,"[N004] Chicken, poultry, wing, skinless","Macronutrients [Protein: 17.42±0.60g, Fat: 1.13±0.05g, Carbs: 13.81±0.26g] | Water-Soluble Vitamins [Folate (B9): 3.61±0.55 mcg, Vitamin C: 7.87±0.45 mg, B1: 5 mg, B2: 0.08±0.02 mg] | Fat-Soluble Vitamins [Vitamin A: 5 mcg, Vitamin D2: 31.21±4.75 mcg, Vitamin E: 28.17±3.06 mg] | Minerals [Calcium: 0.02±0.00 mg, Iron: 28.13±3.66 mg, Magnesium: 0.43±0.29 mg, Zinc: 1.38±0.29 mg]"
N005,"[N005] Poultry, chicken, liver","Macronutrients [Protein: 21.57g, Fat: 1.11g, Carbs: 4.08g] | Water-Soluble Vitamins [Folate (B9): 4.07 mcg, Vitamin C: 1032 mg, B1: 1 mg, B2: 0.28 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 3486 mcg, Vitamin E: 14.30 mg] | Minerals [Calcium: 16 mg, Iron: 0.21 mg, Magnesium: 244 mg, Zinc: 241 mg]"
N006,"[N006] Poultry, chicken, gizzard","Macronutrients [Protein: 18.22g, Fat: 1.46g, Carbs: 2.07g] | Water-Soluble Vitamins [Folate (B9): 5.12 mcg, Vitamin C: 8.72 mg, B1: 1 mg, B2: 0.01 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 46.78 mcg, Vitamin E: 28.58 mg] | Minerals [Calcium: 14 mg, Iron: 0.03 mg, Magnesium: 119 mg, Zinc: 244 mg]"
N007,"[N007] Country hen, leg, with skin","Macronutrients [Protein: 17.01g, Fat: 1.20g, Carbs: 11.73g] | Water-Soluble Vitamins [Folate (B9): 4.60 mcg, Vitamin C: 8.10 mg, B1: 1 mg, B2: 0.17 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 17.44 mcg, Vitamin E: 11.31 mg] | Minerals [Calcium: 25 mg, Iron: 0.03 mg, Magnesium: 250 mg, Zinc: 357 mg]"
N008,"[N008] Country hen, thigh, with skin","Macronutrients [Protein: 18.29g, Fat: 1.23g, Carbs: 12.82g] | Water-Soluble Vitamins [Folate (B9): 2.91 mcg, Vitamin C: 10.42 mg, B1: 1 mg, B2: 0.11 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 27.00 mcg, Vitamin E: 18.50 mg] | Minerals [Calcium: 24 mg, Iron: 0.02 mg, Magnesium: 232 mg, Zinc: 330 mg]"
N009,"[N009] Country hen, breast, with skin","Macronutrients [Protein: 22.08g, Fat: 1.14g, Carbs: 10.20g] | Water-Soluble Vitamins [Folate (B9): 3.06 mcg, Vitamin C: 12.98 mg, B1: 1 mg, B2: 0.11 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 8.52 mcg, Vitamin E: 28.88 mg] | Minerals [Calcium: 22 mg, Iron: 0.01 mg, Magnesium: 222 mg, Zinc: 365 mg]"
N010,"[N010] Country hen, wing, with skin","Macronutrients [Protein: 18.65g, Fat: 1.14g, Carbs: 12.09g] | Water-Soluble Vitamins [Folate (B9): 5.13 mcg, Vitamin C: 9.19 mg, B1: 1 mg, B2: 0.07 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 27.52 mcg, Vitamin E: 31.65 mg] | Minerals [Calcium: 25 mg, Iron: 0.02 mg, Magnesium: 235 mg, Zinc: 249 mg]"
N011,"[N011] Duck, meat, with skin","Macronutrients [Protein: 19.07g, Fat: 1.22g, Carbs: 6.03g] | Water-Soluble Vitamins [Folate (B9): 4.27 mcg, Vitamin C: 27.98 mg, B1: 1 mg, B2: 0.22 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 48.86 mcg, Vitamin E: 7.88 mg] | Minerals [Calcium: 22.77 mg, Iron: 0.001 mg, Magnesium: 1.00 mg, Zinc: 4.26 mg] | Minerals [Calcium: 26 mg, Iron: 0.06 mg, Magnesium: 237 mg, Zinc: 273 mg]"
N012,"[N012] Emu, meat, skinless","Macronutrients [Protein: 22.65g, Fat: 0.98g, Carbs: 4.62g] | Water-Soluble Vitamins [Folate (B9): 0.35 mcg, Vitamin C: 7.07 mg, B1: 1 mg, B2: 0.10 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 2.84 mcg, Vitamin E: 8.06 mg] | Minerals [Calcium: 7.40 mg, Iron: 0.002 mg, Magnesium: 0.65 mg, Zinc: 3.95 mg] | Minerals [Calcium: 25 mg, Iron: 0.04 mg, Magnesium: 243 mg, Zinc: 275 mg]"
N013,"[N013] Guinea fowl, meat, with skin","Macronutrients [Protein: 20.52g, Fat: 0.92g, Carbs: 3.24g] | Water-Soluble Vitamins [Folate (B9): 0.58 mcg, Vitamin C: 5.69 mg, B1: 1 mg, B2: 0.02 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 2.26 mcg, Vitamin E: 11.05 mg] | Minerals [Calcium: 30.77 mg, Iron: 0.002 mg, Magnesium: 0.17 mg, Zinc: 2.20 mg] | Minerals [Calcium: 21 mg, Iron: 0.03 mg, Magnesium: 187 mg, Zinc: 240 mg]"
N014,"[N014] Pigeon, meat, with skin","Macronutrients [Protein: 17.94g, Fat: 1.32g, Carbs: 6.03g] | Water-Soluble Vitamins [Folate (B9): 0.48 mcg, Vitamin C: 8.41 mg, B1: 1 mg, B2: 0.18 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 15.25 mcg, Vitamin E: 7.10 mg] | Minerals [Calcium: 29 mg, Iron: 0.04 mg, Magnesium: 255 mg, Zinc: 346 mg]"
N015,"[N015] Quail, meat, skinless","Macronutrients [Protein: 20.92g, Fat: 1.35g, Carbs: 5.95g] | Water-Soluble Vitamins [Folate (B9): 0.56 mcg, Vitamin C: 9.33 mg, B1: 1 mg, B2: 0.05 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 12.84 mcg, Vitamin E: 7.30 mg] | Minerals [Calcium: 31 mg, Iron: 0.05 mg, Magnesium: 300 mg, Zinc: 333 mg]"
N016,"[N016] Turkey, leg, with skin","Macronutrients [Protein: 20.30g, Fat: 1.21g, Carbs: 8.15g] | Water-Soluble Vitamins [Folate (B9): 0.48 mcg, Vitamin C: 8.55 mg, B1: 1 mg, B2: 0.05 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 8.15 mcg, Vitamin E: 18.46 mg] | Minerals [Calcium: 20.44 mg, Iron: 0.001 mg, Magnesium: 0.53 mg, Zinc: 2.01 mg] | Minerals [Calcium: 26 mg, Iron: 0.04 mg, Magnesium: 236 mg, Zinc: 308 mg]"
N017,"[N017] Turkey, thigh, with skin","Macronutrients [Protein: 20.46g, Fat: 0.97g, Carbs: 6.31g] | Water-Soluble Vitamins [Folate (B9): 0.51 mcg, Vitamin C: 10.91 mg, B1: 1 mg, B2: 0.04 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 13.11 mcg, Vitamin E: 25.36 mg] | Minerals [Calcium: 23 mg, Iron: 0.02 mg, Magnesium: 194 mg, Zinc: 280 mg]"
N018,"[N018] Turkey, breast, with skin","Macronutrients [Protein: 21.96g, Fat: 1.01g, Carbs: 8.04g] | Water-Soluble Vitamins [Folate (B9): 0.56 mcg, Vitamin C: 14.67 mg, B1: 1 mg, B2: 0.06 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 8.97 mcg, Vitamin E: 26.43 mg] | Minerals [Calcium: 22 mg, Iron: 0.02 mg, Magnesium: 182 mg, Zinc: 315 mg]"
N019,"[N019] Turkey, wing, with skin","Macronutrients [Protein: 21.91g, Fat: 0.97g, Carbs: 10.77g] | Water-Soluble Vitamins [Folate (B9): 0.45 mcg, Vitamin C: 10.41 mg, B1: 1 mg, B2: 0.03 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 18.07 mcg, Vitamin E: 18.43 mg] | Minerals [Calcium: 33.49 mg, Iron: 0.001 mg, Magnesium: 0.20 mg, Zinc: 1.00 mg] | Minerals [Calcium: 24 mg, Iron: 0.02 mg, Magnesium: 199 mg, Zinc: 262 mg]"
O001,"[O001] Goat, shoulder","Macronutrients [Protein: 20.33±0.50g, Fat: 0.90±0.02g, Carbs: 11.94±0.78g] | Water-Soluble Vitamins [Folate (B9): 0.26±0.03 mcg, Vitamin C: 2.08±0.44 mg, B1: 6 mg, B2: 0.07±0.01 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 7.57±1.04 mcg, Vitamin E: 5.80±1.29 mg] | Minerals [Calcium: 0.29±0.06 mg, Iron: 0.71±0.32 mg, Magnesium: 6.18±1.58 mg, Zinc: 0.008±0.005 mg] | Minerals [Calcium: 21.39±1.54 mg, Iron: 0.02±0.00 mg, Magnesium: 0.25±0.30 mg, Zinc: 0.01±0.00 mg]"
O002,"[O002] Goat, chops","Macronutrients [Protein: 20.39±0.83g, Fat: 0.99±0.01g, Carbs: 5.98±0.37g] | Water-Soluble Vitamins [Folate (B9): 0.30±0.02 mcg, Vitamin C: 1.53±0.10 mg, B1: 6 mg, B2: 0.05±0.01 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 2.55±0.50 mcg, Vitamin E: 6.50±1.06 mg] | Minerals [Calcium: 0.16±0.02 mg, Iron: 0.76±0.41 mg, Magnesium: 7.44±0.28 mg, Zinc: 0.012±0.007 mg] | Minerals [Calcium: 21.13±2.10 mg, Iron: 0.02±0.01 mg, Magnesium: 0.19±0.13 mg, Zinc: 0.01±0.00 mg]"
O003,"[O003] Goat, legs","Macronutrients [Protein: 22.07±0.63g, Fat: 0.97±0.03g, Carbs: 7.94±0.62g] | Water-Soluble Vitamins [Folate (B9): 0.31±0.02 mcg, Vitamin C: 2.25±0.59 mg, B1: 6 mg, B2: 0.07±0.01 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 8.51±1.19 mcg, Vitamin E: 9.50±1.86 mg] | Minerals [Calcium: 0.13±0.02 mg, Iron: 1.20±0.69 mg, Magnesium: 5.76±0.97 mg, Zinc: 0.007±0.003 mg] | Minerals [Calcium: 21.71±1.72 mg, Iron: 0.01±0.00 mg, Magnesium: 0.01±0.01 mg, Zinc: 0.01±0.00 mg]"
O004,"[O004] Goat, brain","Macronutrients [Protein: 13.82±0.80g, Fat: 1.29±0.07g, Carbs: 8.06±0.46g] | Water-Soluble Vitamins [Folate (B9): 0.28±0.04 mcg, Vitamin C: 1.30±0.18 mg, B1: 5 mg, B2: 0.13±0.02 mg] | Fat-Soluble Vitamins [Vitamin A: 5 mcg, Vitamin D2: 1.98±0.92 mcg, Vitamin E: 3.80±1.23 mg] | Minerals [Calcium: 0.22±0.04 mg, Iron: 0.56±0.20 mg, Magnesium: 10.61±0.24 mg, Zinc: 0.011±0.012 mg] | Minerals [Calcium: 13.94±0.67 mg, Iron: 0.04±0.01 mg, Magnesium: 0.03±0.02 mg, Zinc: 0.01±0.00 mg]"
O005,"[O005] Goat, tongue","Macronutrients [Protein: 16.63±0.54g, Fat: 1.02±0.04g, Carbs: 13.68±1.09g] | Water-Soluble Vitamins [Folate (B9): 0.17±0.04 mcg, Vitamin C: 2.54±0.18 mg, B1: 4 mg, B2: 0.14±0.00 mg] | Fat-Soluble Vitamins [Vitamin A: 4 mcg, Vitamin D2: 8.95±2.16 mcg, Vitamin E: 1.70±0.16 mg] | Minerals [Calcium: 0.40±0.04 mg, Iron: 0.57±0.18 mg, Magnesium: 7.11±0.14 mg, Zinc: 0.014±0.004 mg] | Minerals [Calcium: 19.39±2.23 mg, Iron: 0.04±0.01 mg, Magnesium: 0.20±0.19 mg, Zinc: 0.01±0.01 mg]"
O006,"[O006] Goat, lungs","Macronutrients [Protein: 16.86±0.71g, Fat: 0.74±0.01g, Carbs: 3.09±0.56g] | Water-Soluble Vitamins [Folate (B9): 0.14±0.03 mcg, Vitamin C: 1.80±0.44 mg, B1: 4 mg, B2: 0.08±0.01 mg] | Fat-Soluble Vitamins [Vitamin A: 4 mcg, Vitamin D2: 2.75±0.59 mcg, Vitamin E: 4.60±0.91 mg] | Minerals [Calcium: 0.32±0.05 mg, Iron: 1.18±0.35 mg, Magnesium: 10.44±2.48 mg, Zinc: 0.041±0.031 mg] | Minerals [Calcium: 11.48±1.33 mg, Iron: 0.04±0.00 mg, Magnesium: 0.07±0.03 mg, Zinc: 0.02±0.00 mg]"
O007,"[O007] Goat, heart","Macronutrients [Protein: 19.38±0.80g, Fat: 0.95±0.09g, Carbs: 4.40±0.71g] | Water-Soluble Vitamins [Folate (B9): 0.23±0.08 mcg, Vitamin C: 1.63±0.38 mg, B1: 5 mg, B2: 0.36±0.02 mg] | Fat-Soluble Vitamins [Vitamin A: 5 mcg, Vitamin D2: 5.90±0.36 mcg, Vitamin E: 10.60±0.97 mg] | Minerals [Calcium: 0.37±0.08 mg, Iron: 0.93±0.21 mg, Magnesium: 5.71±1.43 mg, Zinc: 0.012±0.005 mg] | Minerals [Calcium: 18±2.32 mg, Iron: 0.03±0.01 mg, Magnesium: 0.04±0.03 mg, Zinc: 0.01±0.00 mg]"
O008,"[O008] Goat, liver","Macronutrients [Protein: 20.32±0.92g, Fat: 1.30±0.07g, Carbs: 4.88±0.73g] | Water-Soluble Vitamins [Folate (B9): 0.65±0.27 mcg, Vitamin C: 178±34.9 mg, B1: 6 mg, B2: 0.20±0.04 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 15655±972 mcg, Vitamin E: 12.64±2.43 mg] | Minerals [Calcium: 0.53±0.12 mg, Iron: 1.49±0.49 mg, Magnesium: 0.002±0.003 mg, Zinc: 6.09±2.31 mg] | Minerals [Calcium: 18±1.34 mg, Iron: 0.26±0.04 mg, Magnesium: 0.44±0.79 mg, Zinc: 0.12±0.04 mg]"
O009,"[O009] Goat, tripe","Macronutrients [Protein: 15.36±0.50g, Fat: 0.23±0.02g, Carbs: 3.36±0.29g] | Water-Soluble Vitamins [Folate (B9): 0.20±0.05 mcg, Vitamin C: 2.36±0.30 mg, B1: 5 mg, B2: 0.02±0.01 mg] | Fat-Soluble Vitamins [Vitamin A: 5 mcg, Vitamin D2: 2.17±0.52 mcg, Vitamin E: 11.50±2.06 mg] | Minerals [Calcium: 0.33±0.06 mg, Iron: 0.18±0.23 mg, Magnesium: 20.87±6.81 mg, Zinc: 0.007±0.001 mg] | Minerals [Calcium: 13±2.07 mg, Iron: 0.07±0.03 mg, Magnesium: 0.15±0.07 mg, Zinc: 0.01±0.01 mg]"
O010,"[O010] Goat, spleen","Macronutrients [Protein: 18.45±0.15g, Fat: 1.15±0.09g, Carbs: 2.37±0.36g] | Water-Soluble Vitamins [Folate (B9): 0.33±0.07 mcg, Vitamin C: 3.30±0.36 mg, B1: 4 mg, B2: 0.06±0.01 mg] | Fat-Soluble Vitamins [Vitamin A: 4 mcg, Vitamin D2: 7.85±0.84 mcg, Vitamin E: 9.00±0.74 mg] | Minerals [Calcium: 0.29±0.03 mg, Iron: 1.18±0.39 mg, Magnesium: 8.35±0.44 mg, Zinc: 0.015±0.006 mg] | Minerals [Calcium: 15.3±2.76 mg, Iron: 0.03±0.00 mg, Magnesium: 0.05±0.01 mg, Zinc: 0.01±0.00 mg]"
O011,"[O011] Goat, kidneys","Macronutrients [Protein: 15.60±1.15g, Fat: 1.10±0.05g, Carbs: 2.93±0.18g] | Water-Soluble Vitamins [Folate (B9): 0.40±0.07 mcg, Vitamin C: 68.76±2.10 mg, B1: 4 mg, B2: 0.34±0.03 mg] | Fat-Soluble Vitamins [Vitamin A: 4 mcg, Vitamin D2: 68.56±3.91 mcg, Vitamin E: 3.50±1.46 mg] | Minerals [Calcium: 0.19±0.04 mg, Iron: 1.44±0.87 mg, Magnesium: 0.002±0.001 mg, Zinc: 12.37±4.51 mg] | Minerals [Calcium: 18.6±2.65 mg, Iron: 0.08±0.01 mg, Magnesium: 0.38±0.11 mg, Zinc: 0.01±0.00 mg]"
O012,"[O012] Goat, tube (small intestine)","Macronutrients [Protein: 12.92±0.54g, Fat: 0.54±0.01g, Carbs: 8.26±1.08g] | Water-Soluble Vitamins [Folate (B9): 0.21±0.05 mcg, Vitamin C: 1.87±0.10 mg, B1: 3 mg, B2: 0.01±0.00 mg] | Fat-Soluble Vitamins [Vitamin A: 3 mcg, Vitamin D2: 2.62±1.01 mcg, Vitamin E: 11.00±0.99 mg] | Minerals [Calcium: 0.57±0.19 mg, Iron: 2.05±0.91 mg, Magnesium: 27.52±1.44 mg, Zinc: 0.009±0.000 mg] | Minerals [Calcium: 7.14±1.99 mg, Iron: 0.05±0.02 mg, Magnesium: 0.05±0.03 mg, Zinc: 0.01±0.00 mg]"
O013,"[O013] Goat, testis","Macronutrients [Protein: 12.32g, Fat: 0.87g, Carbs: 2.39g] | Water-Soluble Vitamins [Folate (B9): 0.24 mcg, Vitamin C: 2.01 mg, B1: 2 mg, B2: 0.15 mg] | Fat-Soluble Vitamins [Vitamin A: 2 mcg, Vitamin D2: 2.48 mcg, Vitamin E: 2.50 mg] | Minerals [Calcium: 0.06 mg, Iron: 0.65 mg, Magnesium: 0.001 mg, Zinc: 5.95 mg] | Minerals [Calcium: 13.66 mg, Iron: 0.02 mg, Magnesium: 0.64 mg, Zinc: 186 mg]"
O014,"[O014] Sheep, shoulder","Macronutrients [Protein: 18.24±1.41g, Fat: 0.86±0.01g, Carbs: 14.31±1.37g] | Water-Soluble Vitamins [Folate (B9): 0.15±0.04 mcg, Vitamin C: 3.16±0.17 mg, B1: 5 mg, B2: 0.05±0.01 mg] | Fat-Soluble Vitamins [Vitamin A: 5 mcg, Vitamin D2: 8.71±1.66 mcg, Vitamin E: 6.80±0.57 mg] | Minerals [Calcium: 0.25±0.06 mg, Iron: 1.18±0.52 mg, Magnesium: 5.46±2.05 mg, Zinc: 0.023±0.038 mg] | Minerals [Calcium: 21.31±3.01 mg, Iron: 0.02±0.01 mg, Magnesium: 0.07±0.03 mg, Zinc: 0.01±0.00 mg]"
O015,"[O015] Sheep, chops","Macronutrients [Protein: 18.00±1.22g, Fat: 1.09±0.02g, Carbs: 5.15±2.05g] | Water-Soluble Vitamins [Folate (B9): 0.18±0.02 mcg, Vitamin C: 1.61±0.24 mg, B1: 4 mg, B2: 0.07±0.01 mg] | Fat-Soluble Vitamins [Vitamin A: 4 mcg, Vitamin D2: 3.49±0.44 mcg, Vitamin E: 7.30±0.45 mg] | Minerals [Calcium: 0.13±0.02 mg, Iron: 0.69±0.39 mg, Magnesium: 7.98±1.94 mg, Zinc: 0.009±0.004 mg] | Minerals [Calcium: 21.42±2.22 mg, Iron: 0.03±0.01 mg, Magnesium: 0.13±0.01 mg, Zinc: 0.01±0.00 mg]"
O016,"[O016] Sheep, leg","Macronutrients [Protein: 21.42±0.43g, Fat: 0.94±0.01g, Carbs: 8.69±0.74g] | Water-Soluble Vitamins [Folate (B9): 0.24±0.04 mcg, Vitamin C: 1.81±0.25 mg, B1: 5 mg, B2: 0.08±0.02 mg] | Fat-Soluble Vitamins [Vitamin A: 5 mcg, Vitamin D2: 9.93±1.67 mcg, Vitamin E: 8.90±1.38 mg] | Minerals [Calcium: 0.13±0.03 mg, Iron: 0.70±0.26 mg, Magnesium: 6.87±1.88 mg, Zinc: 0.009±0.003 mg] | Minerals [Calcium: 22.22±1.50 mg, Iron: 0.01±0.00 mg, Magnesium: 0.02±0.02 mg, Zinc: 187±9.2 mg]"
O017,"[O017] Sheep, brain","Macronutrients [Protein: 13.05g, Fat: 1.19g, Carbs: 7.29g] | Water-Soluble Vitamins [Folate (B9): 0.33 mcg, Vitamin C: 1.86 mg, B1: 1 mg, B2: 0.12 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 1.55 mcg, Vitamin E: 2.80 mg] | Minerals [Calcium: 0.14 mg, Iron: 0.73 mg, Magnesium: 10.27 mg, Zinc: 0.003 mg] | Minerals [Calcium: 14.08 mg, Iron: 0.04 mg, Magnesium: 0.02 mg, Zinc: 0.01 mg]"
O018,"[O018] Sheep, tongue","Macronutrients [Protein: 16.61g, Fat: 1.06g, Carbs: 13.53g] | Water-Soluble Vitamins [Folate (B9): 0.16 mcg, Vitamin C: 2.40 mg, B1: 1 mg, B2: 0.15 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 7.33 mcg, Vitamin E: 1.50 mg] | Minerals [Calcium: 0.28 mg, Iron: 0.34 mg, Magnesium: 8.05 mg, Zinc: 0.082 mg] | Minerals [Calcium: 24.53 mg, Iron: 0.03 mg, Magnesium: 0.45 mg, Zinc: 0.02 mg]"
O019,"[O019] Sheep, lungs","Macronutrients [Protein: 16.12g, Fat: 0.97g, Carbs: 2.41g] | Water-Soluble Vitamins [Folate (B9): 0.02 mcg, Vitamin C: 13.89 mg, B1: 2 mg, B2: 0.07 mg] | Fat-Soluble Vitamins [Vitamin A: 2 mcg, Vitamin D2: 2.45 mcg, Vitamin E: 4.90 mg] | Minerals [Calcium: 0.48 mg, Iron: 1.85 mg, Magnesium: 0.004 mg, Zinc: 7.74 mg] | Minerals [Calcium: 11.68 mg, Iron: 0.03 mg, Magnesium: 0.07 mg, Zinc: 0.01 mg]"
O020,"[O020] Sheep, heart","Macronutrients [Protein: 18.19g, Fat: 0.97g, Carbs: 3.66g] | Water-Soluble Vitamins [Folate (B9): 0.30 mcg, Vitamin C: 2.17 mg, B1: 1 mg, B2: 0.34 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 4.64 mcg, Vitamin E: 9.70 mg] | Minerals [Calcium: 0.03 mg, Iron: 6.04 mg, Magnesium: 6.79 mg, Zinc: 0.012 mg] | Minerals [Calcium: 15.19 mg, Iron: 0.03 mg, Magnesium: 0.03 mg, Zinc: 0.01 mg]"
O021,"[O021] Sheep, liver","Macronutrients [Protein: 22.26±1.46g, Fat: 1.26±0.07g, Carbs: 4.87±0.12g] | Water-Soluble Vitamins [Folate (B9): 0.26±0.05 mcg, Vitamin C: 206±26.8 mg, B1: 4 mg, B2: 0.17±0.04 mg] | Fat-Soluble Vitamins [Vitamin A: 4 mcg, Vitamin D2: 14106±866 mcg, Vitamin E: 14.70±1.24 mg] | Minerals [Calcium: 0.16±0.00 mg, Iron: 1.66±0.51 mg, Magnesium: 0.001±0.000 mg, Zinc: 5.92±0.44 mg] | Minerals [Calcium: 17.91±2.26 mg, Iron: 0.28±0.02 mg, Magnesium: 0.16±0.15 mg, Zinc: 0.15±0.03 mg]"
O022,"[O022] Sheep, tripe","Macronutrients [Protein: 16.76g, Fat: 0.26g, Carbs: 4.05g] | Water-Soluble Vitamins [Folate (B9): 0.22 mcg, Vitamin C: 1.87 mg, B1: 2 mg, B2: 0.02 mg] | Fat-Soluble Vitamins [Vitamin A: 2 mcg, Vitamin D2: 2.72 mcg, Vitamin E: 10.90 mg] | Minerals [Calcium: 0.27 mg, Iron: 0.10 mg, Magnesium: 14.85 mg, Zinc: 0.019 mg] | Minerals [Calcium: 17.81 mg, Iron: 0.16 mg, Magnesium: 0.19 mg, Zinc: 0.01 mg]"
O023,"[O023] Sheep, spleen","Macronutrients [Protein: 16.02g, Fat: 1.17g, Carbs: 3.02g] | Water-Soluble Vitamins [Folate (B9): 0.27 mcg, Vitamin C: 3.19 mg, B1: 1 mg, B2: 0.07 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 6.61 mcg, Vitamin E: 7.50 mg] | Minerals [Calcium: 0.16 mg, Iron: 0.92 mg, Magnesium: 0.001 mg, Zinc: 11.49 mg] | Minerals [Calcium: 17.23 mg, Iron: 0.04 mg, Magnesium: 0.04 mg, Zinc: 0.04 mg]"
